"������� �߻���","�������(������)","�������(�ְ���)","�������(����)"
"2021-05-20","87.6","33.1","34.2"
"2021-05-19","90.9","33.1","32.7"
"2021-05-18","94.3","38.9","36.5"
"2021-05-17","100.0","45.4","58.6"
"2021-05-16","100.0","47.0","51.4"
"2021-05-15","100.0","44.3","46.3"
"2021-05-15","100.0","44.3","46.3"
"2021-05-14","100.0","43.4","46.4"
"2021-05-13","64.3","33.8","20.9"
"2021-05-12","77.1","28.4","23.5"
"2021-05-11","67.6","28.8","21.2"
"2021-05-10","61.5","24.9","17.2"
"2021-05-09","71.5","29.5","21.4"
"2021-05-08","56.0","27.3","15.5"
"2021-05-07","69.3","26.5","22.4"
"2021-05-06","75.4","29.0","23.1"
"2021-05-05","58.7","25.0","15.2"
"2021-05-05","58.7","25.0","15.2"
"2021-05-04","52.6","21.1","10.9"
"2021-05-03","59.3","17.5","13.3"
"2021-05-02","59.9","22.0","13.3"
"2021-05-01","72.6","26.9","23.3"
"2021-04-30","74.3","28.7","23.5"
"2021-04-29","81.5","29.7","28.6"
"2021-04-28","80.4","31.8","32.8"
"2021-04-27","82.1","34.7","30.7"
"2021-04-26","97.1","37.1","38.8"
"2021-04-26","97.1","37.1","38.8"
"2021-04-25","100.0","40.0","44.1"
"2021-04-24","100.0","39.9","43.7"
"2021-04-23","69.3","33.1","25.0"
"2021-04-22","57.1","25.5","15.7"
"2021-04-21","44.3","19.7","8.3"
"2021-04-20","43.2","16.5","3.8"
"2021-04-19","45.4","16.3","4.8"
"2021-04-18","57.1","21.7","11.8"
"2021-04-17","47.1","18.9","7.4"
"2021-04-16","29.3","13.7","0.0"
"2021-04-15","43.8","20.2","3.3"
"2021-04-14","78.2","26.8","26.0"
"2021-04-14","78.2","26.8","26.0"
"2021-04-13","53.7","26.4","12.9"
"2021-04-12","54.9","21.7","12.2"
"2021-04-11","54.3","24.1","12.3"
"2021-04-10","52.1","23.9","10.4"
"2021-04-09","57.1","24.9","14.4"
"2021-04-08","64.3","25.6","18.0"
"2021-04-07","42.1","18.8","4.9"
"2021-04-06","62.1","22.7","15.2"
"2021-04-05","72.6","30.3","22.4"
"2021-04-04","81.5","34.5","29.9"
"2021-04-03","78.7","33.0","28.7"
"2021-04-03","78.7","33.0","28.7"
"2021-04-02","44.9","23.5","8.1"
"2021-04-01","34.9","16.3","0.1"
"2021-03-31","52.6","18.3","9.1"
"2021-03-30","54.9","16.0","9.7"
"2021-03-29","68.7","24.2","18.8"
"2021-03-28","12.1","42.6","0.0"
"2021-03-27","49.9","19.1","9.4"
"2021-03-26","43.8","17.7","10.4"
"2021-03-25","26.0","12.6","0.0"
"2021-03-25","26.0","12.6","0.0"
"2021-03-24","18.2","8.7","0.0"
"2021-03-23","29.3","10.2","0.0"
"2021-03-22","53.2","17.2","9.4"
"2021-03-21","75.4","29.2","25.0"
"2021-03-20","39.9","19.1","3.2"
"2021-03-19","22.1","10.3","0.0"
"2021-03-19","22.1","10.3","0.0"
"2021-03-18","39.3","13.9","0.5"
"2021-03-17","40.4","18.4","2.3"
"2021-03-16","39.3","14.5","1.2"
"2021-03-15","37.6","15.4","0.0"
"2021-03-14","52.1","18.9","8.9"
"2021-03-13","38.2","15.5","1.7"
"2021-03-12","21.5","10.8","0.0"
"2021-03-12","21.5","10.8","0.0"
"2021-03-11","23.8","8.8","0.0"
"2021-03-10","20.4","8.3","0.0"
"2021-03-09","23.8","7.5","0.0"
"2021-03-08","29.9","9.5","0.0"
"2021-03-07","28.8","12.5","0.0"
"2021-03-06","26.0","10.0","0.0"
"2021-03-05","5.4","4.0","0.0"
"2021-03-04","13.2","0.3","0.0"
"2021-03-03","14.9","6.0","0.0"
"2021-03-02","29.9","14.4","0.0"
"2021-03-02","29.9","14.4","0.0"
"2021-03-01","36.0","14.1","0.0"
"2021-02-28","14.9","10.2","0.0"
"2021-02-27","16.0","5.2","0.0"
"2021-02-26","0.0","0.0","0.0"
"2021-02-25","0.0","0.0","0.0"
"2021-02-24","14.3","12.4","0.0"
"2021-02-23","38.2","17.2","1.8"
"2021-02-22","42.6","13.2","3.4"
"2021-02-21","0.0","0.0","0.0"
"2021-02-20","0.0","0.0","0.0"
"2021-02-19","12.1","0.0","0.0"
"2021-02-18","0.0","0.0","0.0"
"2021-02-17","0.0","0.0","0.0"
"2021-02-16","47.6","16.8","5.8"
"2021-02-15","17.7","8.1","0.0"
"2021-02-14","15.4","6.5","0.0"
"2021-02-13","19.3","6.6","0.0"
"2021-02-12","3.8","3.6","0.0"
"2021-02-11","0.0","0.0","0.0"
"2021-02-10","0.0","0.0","0.0"
"2021-02-09","0.0","3.8","0.0"
"2021-02-08","36.0","12.5","0.0"
"2021-02-07","0.0","0.0","0.0"
"2021-02-06","0.0","0.0","0.0"
"2021-02-06","0.0","0.0","0.0"
"2021-02-05","0.0","0.0","0.0"
"2021-02-04","0.0","0.0","0.0"
"2021-02-03","0.0","6.5","0.0"
"2021-02-02","0.0","1.3","0.0"
"2021-02-01","0.0","0.0","0.0"
"2021-01-31","0.0","0.0","0.0"
"2021-01-30","0.0","0.0","0.0"
"2021-01-29","2.1","-1.2","-24.3"
"2021-01-29","2.1","0.0","0.0"
"2021-01-28","21.5","9.8","0.0"
"2021-01-27","54.7","22.7","32.7"
"2021-01-26","53.0","22.0","31.7"
"2021-01-25","53.9","22.3","32.2"
"2021-01-24","48.3","20.0","28.8"
"2021-01-23","45.8","19.0","27.4"
"2021-01-22","36.1","14.9","21.5"
"2021-01-21","26.1","10.8","15.6"
"2021-01-20","29.7","12.3","17.8"
"2021-01-19","27.2","11.3","16.2"
"2021-01-18","28.1","11.6","16.8"
"2021-01-17","45.8","19.0","27.4"
"2021-01-16","39.6","16.4","23.6"
"2021-01-15","40.2","16.7","24.0"
"2021-01-14","29.6","12.2","17.7"
"2021-01-13","36.3","15.0","21.6"
"2021-01-12","36.3","15.0","21.6"
"2021-01-11","36.3","15.0","21.6"
"2021-01-10","36.3","15.0","21.6"
"2021-01-09","36.3","15.0","21.6"
"2021-01-08","36.3","15.0","21.6"
"2021-01-07","36.3","15.0","21.6"
"2021-01-06","36.3","15.0","21.6"
"2021-01-05","36.3","15.0","21.6"
"2021-01-04","36.3","15.0","21.6"
"2021-01-03","36.3","15.0","21.6"
"2021-01-02","36.3","15.0","21.6"
"2021-01-01","36.3","15.0","21.6"
