iter	Passed	Remaining
1674	13628	18543
1675	13637	18535
1676	13646	18528
1677	13654	18520
1678	13662	18512
1679	13670	18504
1680	13678	18496
1681	13686	18487
1682	13695	18480
1683	13703	18472
1684	13711	18463
1685	13720	18456
1686	13728	18448
1687	13735	18439
1688	13743	18430
1689	13751	18421
1690	13758	18412
1691	13766	18404
1692	13773	18394
1693	13781	18385
1694	13789	18378
1695	13798	18370
1696	13806	18362
1697	13814	18353
1698	13822	18345
1699	13829	18336
1700	13837	18328
1701	13845	18320
1702	13854	18313
1703	13864	18306
1704	13872	18298
1705	13881	18291
1706	13889	18283
1707	13897	18275
1708	13905	18267
1709	13914	18259
1710	13923	18252
1711	13932	18245
1712	13940	18237
1713	13948	18228
1714	13956	18220
1715	13965	18213
1716	13973	18204
1717	13981	18197
1718	13989	18188
1719	13998	18181
1720	14006	18173
1721	14015	18166
1722	14023	18158
1723	14031	18150
1724	14039	18141
1725	14047	18133
1726	14056	18125
1727	14063	18117
1728	14072	18108
1729	14080	18100
1730	14087	18091
1731	14096	18083
1732	14104	18076
1733	14112	18067
1734	14120	18059
1735	14128	18051
1736	14136	18042
1737	14144	18034
1738	14152	18025
1739	14158	18015
1740	14166	18007
1741	14174	17999
1742	14183	17991
1743	14191	17983
1744	14200	17976
1745	14209	17969
1746	14217	17961
1747	14226	17953
1748	14232	17943
1749	14241	17936
1750	14249	17928
1751	14259	17921
1752	14267	17913
1753	14276	17906
1754	14285	17899
1755	14295	17893
1756	14303	17885
1757	14313	17879
1758	14320	17870
1759	14330	17863
1760	14339	17856
1761	14347	17848
1762	14356	17841
1763	14364	17833
1764	14373	17826
1765	14381	17818
1766	14390	17811
1767	14398	17802
1768	14407	17794
1769	14415	17787
1770	14424	17780
1771	14432	17772
1772	14441	17765
1773	14446	17752
1774	14455	17745
1775	14463	17737
1776	14472	17730
1777	14481	17723
1778	14490	17716
1779	14499	17708
1780	14508	17701
1781	14517	17694
1782	14526	17687
1783	14534	17679
1784	14543	17672
1785	14552	17664
1786	14561	17657
1787	14568	17648
1788	14577	17641
1789	14585	17633
1790	14595	17627
1791	14605	17621
1792	14614	17614
1793	14623	17606
1794	14631	17598
1795	14640	17591
1796	14647	17582
1797	14656	17575
1798	14665	17568
1799	14676	17562
1800	14686	17556
1801	14695	17549
1802	14703	17541
1803	14712	17534
1804	14720	17526
1805	14728	17517
1806	14736	17509
1807	14744	17500
1808	14752	17492
1809	14759	17483
1810	14768	17475
1811	14776	17467
1812	14784	17459
1813	14792	17451
1814	14800	17442
1815	14808	17434
1816	14816	17426
1817	14825	17419
1818	14835	17412
1819	14844	17405
1820	14852	17397
1821	14860	17388
1822	14869	17381
1823	14876	17372
1824	14885	17364
1825	14893	17356
1826	14901	17348
1827	14909	17340
1828	14916	17330
1829	14925	17323
1830	14933	17314
1831	14940	17305
1832	14948	17297
1833	14957	17289
1834	14965	17281
1835	14974	17274
1836	14981	17265
1837	14989	17257
1838	14997	17248
1839	15005	17240
1840	15012	17230
1841	15020	17222
1842	15028	17213
1843	15036	17205
1844	15045	17198
1845	15054	17191
1846	15061	17182
1847	15070	17174
1848	15078	17166
1849	15086	17158
1850	15095	17150
1851	15103	17141
1852	15111	17133
1853	15119	17125
1854	15128	17118
1855	15136	17110
1856	15144	17101
1857	15152	17093
1858	15161	17086
1859	15169	17078
1860	15177	17069
1861	15186	17061
1862	15194	17053
1863	15202	17045
1864	15209	17036
1865	15219	17029
1866	15227	17021
1867	15233	17011
1868	15242	17003
1869	15251	16996
1870	15259	16988
1871	15267	16979
1872	15275	16971
1873	15283	16963
1874	15293	16957
1875	15302	16950
1876	15310	16942
1877	15319	16934
1878	15327	16926
1879	15336	16918
1880	15344	16911
1881	15352	16902
1882	15360	16894
1883	15369	16886
1884	15376	16877
1885	15384	16869
1886	15392	16860
1887	15401	16853
1888	15409	16845
1889	15418	16838
1890	15426	16830
1891	15435	16821
1892	15443	16813
1893	15451	16805
1894	15459	16797
1895	15468	16789
1896	15476	16781
1897	15484	16773
1898	15493	16765
1899	15502	16758
1900	15510	16750
1901	15519	16743
1902	15527	16735
1903	15536	16727
1904	15544	16719
1905	15553	16712
1906	15562	16704
1907	15570	16697
1908	15579	16689
1909	15587	16681
1910	15596	16673
1911	15604	16665
1912	15611	16656
1913	15620	16648
1914	15628	16640
1915	15636	16632
1916	15644	16624
1917	15653	16616
1918	15661	16608
1919	15670	16601
1920	15678	16593
1921	15687	16585
1922	15695	16577
1923	15703	16568
1924	15711	16559
1925	15719	16551
1926	15727	16543
1927	15736	16536
1928	15744	16527
1929	15752	16520
1930	15760	16511
1931	15769	16503
1932	15777	16496
1933	15786	16488
1934	15794	16479
1935	15802	16471
1936	15810	16463
1937	15818	16455
1938	15826	16446
1939	15835	16439
1940	15842	16430
1941	15851	16423
1942	15860	16415
1943	15868	16407
1944	15876	16399
1945	15885	16391
1946	15893	16382
1947	15901	16375
1948	15910	16367
1949	15918	16359
1950	15926	16351
1951	15935	16343
1952	15943	16335
1953	15952	16327
1954	15960	16319
1955	15968	16311
1956	15976	16302
1957	15984	16294
1958	15992	16286
1959	16001	16279
1960	16010	16271
1961	16018	16263
1962	16027	16255
1963	16035	16247
1964	16044	16240
1965	16052	16232
1966	16060	16223
1967	16068	16215
1968	16076	16207
1969	16084	16199
1970	16092	16190
1971	16100	16182
1972	16108	16174
1973	16117	16166
1974	16126	16158
1975	16134	16150
1976	16142	16142
1977	16151	16135
1978	16159	16127
1979	16167	16118
1980	16176	16110
1981	16184	16102
1982	16192	16094
1983	16200	16085
1984	16208	16078
1985	16217	16070
1986	16225	16061
1987	16234	16054
1988	16241	16045
1989	16251	16038
1990	16258	16030
1991	16263	16018
1992	16267	16006
1993	16276	15998
1994	16285	15991
1995	16295	15985
1996	16303	15977
1997	16311	15968
1998	16316	15957
1999	16325	15949
2000	16334	15942
2001	16343	15935
2002	16351	15926
2003	16359	15918
2004	16367	15910
2005	16376	15903
2006	16384	15894
2007	16393	15887
2008	16401	15878
2009	16408	15869
2010	16416	15861
2011	16425	15854
2012	16433	15845
2013	16441	15836
2014	16448	15828
2015	16456	15819
2016	16465	15812
2017	16473	15804
2018	16482	15796
2019	16490	15788
2020	16498	15780
2021	16506	15771
2022	16515	15764
2023	16523	15756
2024	16531	15747
2025	16539	15739
2026	16547	15731
2027	16554	15721
2028	16563	15714
2029	16571	15706
2030	16581	15699
2031	16589	15691
2032	16598	15683
2033	16606	15675
2034	16615	15667
2035	16623	15659
2036	16631	15652
2037	16640	15644
2038	16649	15636
2039	16657	15628
2040	16666	15621
2041	16675	15613
2042	16683	15605
2043	16692	15598
2044	16701	15590
2045	16709	15582
2046	16717	15574
2047	16726	15566
2048	16733	15557
2049	16742	15550
2050	16751	15542
2051	16758	15533
2052	16766	15525
2053	16775	15517
2054	16782	15508
2055	16790	15500
2056	16799	15492
2057	16807	15484
2058	16815	15475
2059	16823	15467
2060	16831	15459
2061	16840	15451
2062	16846	15441
2063	16854	15433
2064	16862	15425
2065	16870	15416
2066	16878	15408
2067	16887	15400
2068	16895	15393
2069	16903	15384
2070	16913	15377
2071	16921	15370
2072	16929	15361
2073	16936	15352
2074	16945	15345
2075	16953	15336
2076	16962	15328
2077	16968	15318
2078	16977	15311
2079	16984	15302
2080	16993	15295
2081	17001	15286
2082	17010	15279
2083	17019	15271
2084	17027	15263
2085	17035	15254
2086	17042	15246
2087	17050	15237
2088	17059	15230
2089	17068	15222
2090	17076	15214
2091	17084	15206
2092	17092	15198
2093	17101	15190
2094	17109	15182
2095	17117	15174
2096	17126	15166
2097	17134	15157
2098	17142	15149
2099	17148	15139
2100	17156	15131
2101	17164	15122
2102	17172	15114
2103	17179	15105
2104	17187	15097
2105	17195	15088
2106	17203	15081
2107	17212	15073
2108	17216	15061
2109	17225	15053
2110	17234	15046
2111	17242	15038
2112	17250	15029
2113	17259	15022
2114	17267	15014
2115	17276	15007
2116	17286	15000
2117	17295	14992
2118	17304	14984
2119	17311	14976
2120	17319	14967
2121	17328	14959
2122	17336	14952
2123	17344	14944
2124	17352	14935
2125	17361	14927
2126	17368	14919
2127	17376	14910
2128	17384	14902
2129	17392	14893
2130	17400	14885
2131	17409	14877
2132	17417	14870
2133	17425	14861
2134	17433	14853
2135	17441	14844
2136	17449	14836
2137	17458	14829
2138	17466	14820
2139	17474	14812
2140	17482	14804
2141	17490	14795
2142	17497	14786
2143	17505	14778
2144	17514	14771
2145	17521	14762
2146	17529	14753
2147	17537	14745
2148	17545	14737
2149	17555	14729
2150	17565	14723
2151	17573	14715
2152	17581	14707
2153	17590	14699
2154	17599	14691
2155	17608	14684
2156	17616	14675
2157	17625	14668
2158	17634	14661
2159	17643	14653
2160	17651	14645
2161	17660	14638
2162	17668	14629
2163	17676	14621
2164	17684	14613
2165	17691	14604
2166	17699	14595
2167	17706	14586
2168	17715	14578
2169	17722	14570
2170	17731	14562
2171	17739	14554
2172	17746	14545
2173	17754	14536
2174	17762	14528
2175	17770	14520
2176	17779	14512
2177	17787	14504
2178	17795	14496
2179	17803	14487
2180	17811	14479
2181	17819	14470
2182	17826	14462
2183	17834	14454
2184	17842	14445
2185	17850	14437
2186	17859	14429
2187	17867	14421
2188	17875	14413
2189	17883	14405
2190	17891	14396
2191	17899	14388
2192	17908	14381
2193	17918	14374
2194	17927	14366
2195	17936	14359
2196	17945	14351
2197	17953	14343
2198	17961	14334
2199	17970	14327
2200	17978	14319
2201	17986	14311
2202	17995	14303
2203	18003	14294
2204	18011	14286
2205	18018	14277
2206	18027	14269
2207	18034	14261
2208	18043	14253
2209	18051	14244
2210	18059	14236
2211	18067	14228
2212	18075	14220
2213	18083	14211
2214	18091	14203
2215	18099	14195
2216	18107	14186
2217	18114	14178
2218	18123	14170
2219	18131	14162
2220	18139	14154
2221	18148	14146
2222	18156	14138
2223	18164	14130
2224	18173	14121
2225	18181	14113
2226	18189	14105
2227	18197	14097
2228	18205	14089
2229	18213	14080
2230	18221	14072
2231	18230	14064
2232	18238	14056
2233	18246	14047
2234	18254	14039
2235	18261	14031
2236	18271	14023
2237	18280	14016
2238	18288	14008
2239	18297	14000
2240	18305	13992
2241	18312	13983
2242	18321	13975
2243	18329	13967
2244	18337	13959
2245	18346	13951
2246	18354	13943
2247	18363	13935
2248	18372	13928
2249	18380	13920
2250	18388	13911
2251	18397	13903
2252	18405	13895
2253	18413	13887
2254	18421	13879
2255	18429	13871
2256	18437	13862
2257	18445	13854
2258	18453	13846
2259	18461	13838
2260	18470	13830
2261	18478	13821
2262	18486	13813
2263	18494	13805
2264	18503	13798
2265	18511	13790
2266	18520	13782
2267	18528	13773
2268	18537	13766
2269	18545	13757
2270	18554	13750
2271	18562	13742
2272	18572	13735
2273	18580	13727
2274	18589	13719
2275	18597	13711
2276	18605	13702
2277	18613	13694
2278	18621	13686
2279	18629	13678
2280	18635	13668
2281	18643	13659
2282	18651	13651
2283	18660	13643
2284	18668	13635
2285	18676	13627
2286	18684	13619
2287	18692	13610
2288	18700	13602
2289	18708	13594
2290	18717	13586
2291	18725	13578
2292	18733	13570
2293	18742	13562
2294	18750	13554
2295	18757	13545
2296	18765	13537
2297	18774	13529
2298	18782	13521
2299	18791	13513
2300	18801	13506
2301	18809	13498
2302	18818	13491
2303	18827	13483
2304	18836	13475
2305	18845	13467
2306	18854	13460
2307	18863	13452
2308	18868	13442
2309	18877	13434
2310	18884	13426
2311	18892	13417
2312	18901	13409
2313	18910	13402
2314	18918	13394
2315	18927	13386
2316	18935	13378
2317	18944	13370
2318	18953	13362
2319	18962	13355
2320	18970	13346
2321	18978	13338
2322	18986	13330
2323	18994	13322
2324	19002	13313
2325	19010	13305
2326	19018	13297
2327	19027	13289
2328	19035	13281
2329	19043	13273
2330	19051	13264
2331	19059	13256
2332	19067	13248
2333	19075	13240
2334	19084	13232
2335	19092	13224
2336	19101	13216
2337	19109	13208
2338	19117	13200
2339	19125	13191
2340	19132	13182
2341	19140	13174
2342	19148	13166
2343	19156	13158
2344	19164	13149
2345	19172	13141
2346	19179	13132
2347	19187	13124
2348	19196	13116
2349	19204	13107
2350	19212	13099
2351	19220	13091
2352	19228	13083
2353	19234	13073
2354	19242	13064
2355	19250	13056
2356	19258	13048
2357	19267	13041
2358	19277	13033
2359	19285	13025
2360	19293	13017
2361	19301	13009
2362	19310	13001
2363	19319	12994
2364	19328	12986
2365	19336	12977
2366	19343	12969
2367	19351	12960
2368	19359	12952
2369	19367	12944
2370	19375	12936
2371	19383	12927
2372	19391	12919
2373	19399	12911
2374	19407	12903
2375	19416	12895
2376	19424	12887
2377	19432	12878
2378	19441	12871
2379	19447	12861
2380	19456	12854
2381	19465	12846
2382	19472	12837
2383	19480	12829
2384	19489	12821
2385	19497	12813
2386	19506	12805
2387	19514	12797
2388	19522	12788
2389	19530	12780
2390	19538	12772
2391	19547	12764
2392	19556	12756
2393	19564	12749
2394	19572	12740
2395	19581	12732
2396	19589	12724
2397	19598	12716
2398	19606	12708
2399	19615	12700
2400	19623	12693
2401	19632	12685
2402	19641	12677
2403	19649	12669
2404	19658	12661
2405	19666	12653
2406	19674	12645
2407	19683	12637
2408	19691	12629
2409	19699	12620
2410	19707	12612
2411	19715	12604
2412	19724	12596
2413	19732	12588
2414	19740	12579
2415	19748	12571
2416	19756	12563
2417	19764	12554
2418	19772	12547
2419	19780	12538
2420	19788	12530
2421	19796	12521
2422	19804	12513
2423	19812	12505
2424	19821	12497
2425	19829	12489
2426	19837	12481
2427	19845	12472
2428	19854	12465
2429	19863	12457
2430	19872	12449
2431	19881	12442
2432	19891	12434
2433	19900	12427
2434	19910	12420
2435	19919	12412
2436	19935	12409
2437	19949	12404
2438	19958	12397
2439	19967	12389
2440	19976	12382
2441	19984	12373
2442	19992	12365
2443	20000	12356
2444	20008	12349
2445	20015	12339
2446	20023	12331
2447	20033	12324
2448	20041	12316
2449	20049	12307
2450	20057	12299
2451	20066	12291
2452	20074	12283
2453	20082	12275
2454	20091	12267
2455	20099	12259
2456	20107	12251
2457	20115	12243
2458	20124	12234
2459	20133	12227
2460	20140	12218
2461	20149	12210
2462	20157	12202
2463	20165	12194
2464	20174	12186
2465	20182	12178
2466	20191	12170
2467	20198	12161
2468	20207	12153
2469	20215	12145
2470	20223	12137
2471	20232	12129
2472	20240	12121
2473	20249	12113
2474	20259	12106
2475	20267	12098
2476	20275	12090
2477	20284	12082
2478	20291	12073
2479	20299	12064
2480	20307	12056
2481	20315	12048
2482	20323	12040
2483	20332	12032
2484	20341	12024
2485	20349	12016
2486	20358	12008
2487	20366	12000
2488	20374	11992
2489	20382	11983
2490	20390	11975
2491	20398	11967
2492	20407	11959
2493	20415	11951
2494	20423	11943
2495	20432	11935
2496	20440	11927
2497	20449	11919
2498	20457	11910
2499	20464	11902
2500	20473	11894
2501	20482	11886
2502	20490	11878
2503	20498	11870
2504	20506	11861
2505	20515	11854
2506	20524	11846
2507	20532	11838
2508	20540	11829
2509	20548	11821
2510	20557	11813
2511	20566	11806
2512	20575	11798
2513	20584	11790
2514	20593	11782
2515	20602	11774
2516	20610	11766
2517	20619	11759
2518	20628	11751
2519	20636	11743
2520	20644	11734
2521	20653	11727
2522	20661	11718
2523	20669	11710
2524	20677	11702
2525	20686	11694
2526	20694	11686
2527	20703	11678
2528	20712	11670
2529	20720	11662
2530	20728	11653
2531	20736	11645
2532	20744	11637
2533	20752	11629
2534	20760	11620
2535	20768	11612
2536	20776	11604
2537	20785	11596
2538	20794	11588
2539	20802	11580
2540	20810	11572
2541	20818	11563
2542	20826	11555
2543	20834	11547
2544	20842	11539
2545	20850	11531
2546	20858	11522
2547	20866	11514
2548	20875	11506
2549	20884	11498
2550	20892	11490
2551	20900	11482
2552	20908	11474
2553	20917	11465
2554	20925	11457
2555	20934	11449
2556	20943	11442
2557	20952	11434
2558	20961	11426
2559	20969	11418
2560	20978	11410
2561	20987	11402
2562	20995	11394
2563	21003	11386
2564	21011	11378
2565	21020	11370
2566	21027	11361
2567	21035	11353
2568	21043	11345
2569	21052	11337
2570	21060	11329
2571	21069	11320
2572	21077	11312
2573	21085	11304
2574	21093	11296
2575	21101	11287
2576	21110	11280
2577	21118	11272
2578	21126	11263
2579	21135	11255
2580	21142	11247
2581	21151	11239
2582	21157	11229
2583	21165	11221
2584	21173	11213
2585	21181	11204
2586	21189	11196
2587	21194	11187
2588	21203	11178
2589	21211	11170
2590	21220	11163
2591	21228	11154
2592	21236	11146
2593	21245	11138
2594	21254	11131
2595	21263	11123
2596	21270	11114
2597	21279	11106
2598	21287	11098
2599	21295	11089
2600	21302	11081
2601	21310	11073
2602	21319	11064
2603	21327	11056
2604	21335	11048
2605	21344	11040
2606	21352	11032
2607	21361	11024
2608	21368	11016
2609	21376	11007
2610	21384	10999
2611	21393	10991
2612	21401	10983
2613	21409	10974
2614	21417	10966
2615	21425	10958
2616	21434	10950
2617	21442	10942
2618	21451	10934
2619	21459	10926
2620	21468	10918
2621	21477	10910
2622	21485	10902
2623	21493	10894
2624	21501	10885
2625	21510	10878
2626	21518	10870
2627	21526	10861
2628	21535	10853
2629	21543	10845
2630	21551	10837
2631	21560	10829
2632	21568	10821
2633	21577	10813
2634	21585	10805
2635	21593	10796
2636	21602	10788
2637	21611	10781
2638	21620	10773
2639	21628	10765
2640	21636	10756
2641	21645	10748
2642	21653	10740
2643	21660	10732
2644	21669	10724
2645	21677	10715
2646	21685	10707
2647	21694	10699
2648	21703	10691
2649	21711	10683
2650	21719	10675
2651	21727	10666
2652	21735	10658
2653	21743	10650
2654	21751	10642
2655	21759	10634
2656	21767	10625
2657	21775	10617
2658	21784	10609
2659	21793	10601
2660	21801	10593
2661	21809	10585
2662	21816	10576
2663	21824	10568
2664	21830	10559
2665	21838	10550
2666	21847	10542
2667	21854	10533
2668	21862	10525
2669	21871	10517
2670	21880	10509
2671	21888	10501
2672	21897	10494
2673	21905	10485
2674	21911	10476
2675	21919	10468
2676	21927	10459
2677	21935	10451
2678	21943	10443
2679	21951	10435
2680	21959	10426
2681	21966	10418
2682	21975	10410
2683	21984	10402
2684	21992	10394
2685	22000	10385
2686	22008	10377
2687	22016	10369
2688	22024	10361
2689	22032	10352
2690	22041	10344
2691	22049	10336
2692	22057	10328
2693	22065	10319
2694	22073	10311
2695	22081	10303
2696	22089	10295
2697	22097	10287
2698	22105	10278
2699	22114	10270
2700	22121	10262
2701	22129	10254
2702	22137	10245
2703	22145	10237
2704	22153	10229
2705	22161	10220
2706	22169	10212
2707	22178	10204
2708	22186	10196
2709	22194	10187
2710	22202	10179
2711	22209	10171
2712	22218	10163
2713	22226	10154
2714	22234	10146
2715	22242	10138
2716	22252	10130
2717	22261	10123
2718	22268	10114
2719	22277	10106
2720	22286	10098
2721	22295	10090
2722	22303	10082
2723	22311	10074
2724	22319	10066
2725	22328	10058
2726	22336	10050
2727	22344	10041
2728	22352	10033
2729	22360	10025
2730	22368	10016
2731	22376	10008
2732	22383	10000
2733	22391	9991
2734	22399	9983
2735	22408	9975
2736	22416	9967
2737	22424	9959
2738	22432	9950
2739	22441	9943
2740	22449	9934
2741	22457	9926
2742	22466	9918
2743	22474	9910
2744	22481	9901
2745	22489	9893
2746	22497	9885
2747	22504	9876
2748	22513	9868
2749	22521	9860
2750	22529	9852
2751	22538	9844
2752	22546	9835
2753	22554	9827
2754	22562	9819
2755	22570	9811
2756	22579	9803
2757	22587	9795
2758	22595	9786
2759	22604	9778
2760	22612	9770
2761	22620	9762
2762	22628	9753
2763	22636	9745
2764	22644	9737
2765	22652	9729
2766	22660	9721
2767	22668	9712
2768	22677	9704
2769	22685	9696
2770	22694	9688
2771	22702	9680
2772	22710	9672
2773	22718	9664
2774	22727	9655
2775	22735	9647
2776	22743	9639
2777	22751	9631
2778	22758	9622
2779	22767	9614
2780	22775	9606
2781	22783	9598
2782	22792	9590
2783	22800	9582
2784	22808	9573
2785	22816	9565
2786	22824	9557
2787	22833	9549
2788	22841	9541
2789	22849	9532
2790	22857	9524
2791	22865	9516
2792	22874	9508
2793	22882	9500
2794	22891	9492
2795	22899	9484
2796	22907	9476
2797	22916	9467
2798	22924	9459
2799	22932	9451
2800	22941	9443
2801	22949	9435
2802	22957	9427
2803	22965	9419
2804	22974	9411
2805	22982	9402
2806	22991	9394
2807	22999	9386
2808	23008	9378
2809	23016	9370
2810	23024	9362
2811	23032	9353
2812	23041	9345
2813	23049	9337
2814	23057	9329
2815	23065	9321
2816	23073	9312
2817	23081	9304
2818	23089	9296
2819	23096	9287
2820	23104	9279
2821	23113	9271
2822	23121	9263
2823	23129	9254
2824	23136	9246
2825	23144	9237
2826	23152	9229
2827	23159	9221
2828	23167	9212
2829	23175	9204
2830	23183	9196
2831	23191	9188
2832	23199	9179
2833	23207	9171
2834	23215	9163
2835	23223	9155
2836	23232	9147
2837	23242	9139
2838	23251	9131
2839	23258	9123
2840	23266	9115
2841	23274	9106
2842	23283	9098
2843	23290	9090
2844	23299	9082
2845	23307	9073
2846	23314	9065
2847	23322	9057
2848	23332	9049
2849	23340	9041
2850	23348	9032
2851	23355	9024
2852	23363	9016
2853	23371	9008
2854	23380	8999
2855	23388	8991
2856	23396	8983
2857	23404	8975
2858	23412	8967
2859	23421	8959
2860	23430	8951
2861	23438	8942
2862	23446	8934
2863	23454	8926
2864	23462	8918
2865	23471	8910
2866	23480	8902
2867	23487	8893
2868	23496	8885
2869	23504	8877
2870	23511	8869
2871	23520	8860
2872	23528	8852
2873	23537	8844
2874	23545	8836
2875	23554	8828
2876	23562	8820
2877	23570	8812
2878	23578	8804
2879	23587	8796
2880	23595	8788
2881	23604	8780
2882	23612	8771
2883	23621	8763
2884	23629	8755
2885	23637	8747
2886	23645	8739
2887	23653	8730
2888	23661	8722
2889	23668	8714
2890	23676	8705
2891	23684	8697
2892	23691	8688
2893	23699	8680
2894	23707	8672
2895	23716	8664
2896	23724	8656
2897	23733	8648
2898	23741	8639
2899	23749	8631
2900	23757	8623
2901	23765	8615
2902	23773	8606
2903	23781	8598
2904	23789	8590
2905	23797	8582
2906	23805	8573
2907	23813	8565
2908	23822	8557
2909	23830	8549
2910	23838	8541
2911	23846	8532
2912	23855	8525
2913	23862	8516
2914	23871	8508
2915	23880	8500
2916	23888	8492
2917	23896	8484
2918	23903	8475
2919	23911	8467
2920	23918	8458
2921	23927	8450
2922	23934	8442
2923	23941	8433
2924	23950	8425
2925	23957	8417
2926	23964	8408
2927	23973	8400
2928	23981	8392
2929	23989	8383
2930	23997	8375
2931	24005	8367
2932	24013	8359
2933	24022	8351
2934	24029	8342
2935	24037	8334
2936	24046	8326
2937	24054	8318
2938	24060	8309
2939	24068	8301
2940	24076	8293
2941	24084	8284
2942	24092	8276
2943	24100	8268
2944	24108	8260
2945	24117	8251
2946	24126	8244
2947	24134	8235
2948	24142	8227
2949	24151	8219
2950	24159	8211
2951	24167	8203
2952	24175	8194
2953	24183	8186
2954	24191	8178
2955	24199	8170
2956	24207	8161
2957	24216	8153
2958	24224	8145
2959	24232	8137
2960	24241	8129
2961	24250	8121
2962	24259	8113
2963	24267	8105
2964	24275	8097
2965	24284	8089
2966	24293	8081
2967	24301	8073
2968	24309	8064
2969	24317	8056
2970	24326	8048
2971	24333	8040
2972	24341	8031
2973	24349	8023
2974	24357	8015
2975	24365	8007
2976	24373	7998
2977	24381	7990
2978	24390	7982
2979	24398	7974
2980	24406	7966
2981	24415	7958
2982	24423	7950
2983	24431	7941
2984	24439	7933
2985	24447	7925
2986	24454	7916
2987	24463	7908
2988	24471	7900
2989	24479	7892
2990	24487	7884
2991	24496	7876
2992	24504	7868
2993	24513	7860
2994	24521	7851
2995	24529	7843
2996	24537	7835
2997	24545	7827
2998	24553	7818
2999	24561	7810
3000	24570	7802
3001	24578	7794
3002	24586	7786
3003	24594	7777
3004	24602	7769
3005	24611	7761
3006	24620	7753
3007	24630	7746
3008	24639	7738
3009	24647	7729
3010	24655	7721
3011	24663	7713
3012	24671	7705
3013	24678	7696
3014	24686	7688
3015	24694	7680
3016	24702	7671
3017	24709	7663
3018	24718	7655
3019	24726	7647
3020	24734	7638
3021	24741	7630
3022	24749	7622
3023	24757	7613
3024	24765	7605
3025	24773	7597
3026	24780	7588
3027	24788	7580
3028	24794	7571
3029	24802	7563
3030	24811	7555
3031	24819	7547
3032	24827	7539
3033	24835	7530
3034	24843	7522
3035	24851	7514
3036	24860	7506
3037	24868	7498
3038	24877	7490
3039	24884	7481
3040	24892	7473
3041	24901	7465
3042	24909	7457
3043	24917	7449
3044	24925	7440
3045	24934	7432
3046	24942	7424
3047	24951	7416
3048	24959	7408
3049	24968	7400
